Language,Branch,Dialect,Source,Segment,Type,Notes
Mindat,Southern,Khokhi,Bohnert2025,ʔ,consonant,
Mindat,Southern,Khokhi,Bohnert2025,h,consonant,
Mindat,Southern,Khokhi,Bohnert2025,i,vowel,
Mindat,Southern,Khokhi,Bohnert2025,e,vowel,
Mindat,Southern,Khokhi,Bohnert2025,a,vowel,
Mindat,Southern,Khokhi,Bohnert2025,ɨ,vowel,
Mindat,Southern,Khokhi,Bohnert2025,ʉ,vowel,
Mindat,Southern,Khokhi,Bohnert2025,ə,vowel,
Mindat,Southern,Khokhi,Bohnert2025,u,vowel,
Mindat,Southern,Khokhi,Bohnert2025,o,vowel,
Mindat,Southern,Khokhi,Bohnert2025,ɑ,vowel,
Mindat,Southern,Khokhi,Bohnert2025,ui,vowel,
Mindat,Southern,Khokhi,Bohnert2025,œi,vowel,
Mindat,Southern,Khokhi,Bohnert2025,ei,vowel,
Mindat,Southern,Khokhi,Bohnert2025,oi,vowel,
Mizo,Central,Airawl,"Weidert, Henderson",p,consonant,
Mizo,Central,Airawl,"Weidert, Henderson",pʰ,consonant,
Mizo,Central,Airawl,"Weidert, Henderson",b,consonant,
Mizo,Central,Airawl,"Weidert, Henderson",f,consonant,
Mizo,Central,Airawl,"Weidert, Henderson",v,consonant,
Mizo,Central,Airawl,"Weidert, Henderson",m̥,consonant,
Mizo,Central,Airawl,"Weidert, Henderson",m,consonant,
Mizo,Central,Airawl,"Weidert, Henderson",t̪,consonant,
Mizo,Central,Airawl,"Weidert, Henderson",t̪ʰ,consonant,
Mizo,Central,Airawl,"Weidert, Henderson",d,consonant,
Mizo,Central,Airawl,"Weidert, Henderson",t,consonant,
Mizo,Central,Airawl,"Weidert, Henderson",tʰ,consonant,
Mizo,Central,Airawl,"Weidert, Henderson",s,consonant,
Mizo,Central,Airawl,"Weidert, Henderson",z,consonant,
Mizo,Central,Airawl,"Weidert, Henderson",ts,consonant,
Mizo,Central,Airawl,"Weidert, Henderson",tsʰ,consonant,
Mizo,Central,Airawl,"Weidert, Henderson",tl,consonant,
Mizo,Central,Airawl,"Weidert, Henderson",tlʰ,consonant,
Mizo,Central,Airawl,"Weidert, Henderson",n̥,consonant,
Mizo,Central,Airawl,"Weidert, Henderson",n,consonant,
Mizo,Central,Airawl,"Weidert, Henderson",r̥,consonant,
Mizo,Central,Airawl,"Weidert, Henderson",r,consonant,
Mizo,Central,Airawl,"Weidert, Henderson",l̥,consonant,
Mizo,Central,Airawl,"Weidert, Henderson",l,consonant,
Mizo,Central,Airawl,"Weidert, Henderson",k,consonant,
Mizo,Central,Airawl,"Weidert, Henderson",kʰ,consonant,
Mizo,Central,Airawl,"Weidert, Henderson",ŋ̊,consonant,
Mizo,Central,Airawl,"Weidert, Henderson",ŋ,consonant,
Mizo,Central,Airawl,"Weidert, Henderson",ʔ,consonant,
Mizo,Central,Airawl,"Weidert, Henderson",h,consonant,
Mizo,Central,Airawl,"Weidert, Henderson",i,vowel,
Mizo,Central,Airawl,"Weidert, Henderson",iː,vowel,
Mizo,Central,Airawl,"Weidert, Henderson",e,vowel,
Mizo,Central,Airawl,"Weidert, Henderson",eː,vowel,
Mizo,Central,Airawl,"Weidert, Henderson",u,vowel,
Mizo,Central,Airawl,"Weidert, Henderson",uː,vowel,
Mizo,Central,Airawl,"Weidert, Henderson",o,vowel,
Mizo,Central,Airawl,"Weidert, Henderson",oː,vowel,
Mizo,Central,Airawl,"Weidert, Henderson",a,vowel,
Mizo,Central,Airawl,"Weidert, Henderson",ia,vowel,
Mizo,Central,Airawl,"Weidert, Henderson",ua,vowel,
Mizo,Central,Airawl,"Weidert, Henderson",ei,vowel,
Mizo,Central,Airawl,"Weidert, Henderson",ai,vowel,
Mizo,Central,Airawl,"Weidert, Henderson",oi,vowel,
Mizo,Central,Airawl,"Weidert, Henderson",ui,vowel,
Mizo,Central,Airawl,"Weidert, Henderson",eu,vowel,
Mizo,Central,Airawl,"Weidert, Henderson",au,vowel,
Mizo,Central,Airawl,"Weidert, Henderson",ou,vowel,
Mizo,Central,Airawl,"Weidert, Henderson",eːi,vowel,
Mizo,Central,Airawl,"Weidert, Henderson",aːi,vowel,
Mizo,Central,Airawl,"Weidert, Henderson",oːi,vowel,
Mizo,Central,Airawl,"Weidert, Henderson",uːi,vowel,
Mizo,Central,Airawl,"Weidert, Henderson",iːu,vowel,
Mizo,Central,Airawl,"Weidert, Henderson",eːu,vowel,
Mizo,Central,Airawl,"Weidert, Henderson",aːu,vowel,
Mizo,Central,Airawl,"Weidert, Henderson",iai,vowel,
Mizo,Central,Airawl,"Weidert, Henderson",uai,vowel,
Mizo,Central,Airawl,"Weidert, Henderson",iau,vowel,
Mizo,Central,Airawl,"Weidert, Henderson",uau,vowel,
Mizo,Central,Mizoram,Chhangte,p,consonant,
Mizo,Central,Mizoram,Chhangte,pʰ,consonant,
Mizo,Central,Mizoram,Chhangte,b,consonant,
Mizo,Central,Mizoram,Chhangte,f,consonant,
Mizo,Central,Mizoram,Chhangte,v,consonant,
Mizo,Central,Mizoram,Chhangte,m̥,consonant,
Mizo,Central,Mizoram,Chhangte,m,consonant,
Mizo,Central,Mizoram,Chhangte,t̪,consonant,
Mizo,Central,Mizoram,Chhangte,t̪ʰ,consonant,
Mizo,Central,Mizoram,Chhangte,d,consonant,
Mizo,Central,Mizoram,Chhangte,t,consonant,
Mizo,Central,Mizoram,Chhangte,tʰ,consonant,
Mizo,Central,Mizoram,Chhangte,s,consonant,
Mizo,Central,Mizoram,Chhangte,z,consonant,
Mizo,Central,Mizoram,Chhangte,tl,consonant,
Mizo,Central,Mizoram,Chhangte,tlʰ,consonant,
Mizo,Central,Mizoram,Chhangte,n̥,consonant,
Mizo,Central,Mizoram,Chhangte,n,consonant,
Mizo,Central,Mizoram,Chhangte,r̥,consonant,
Mizo,Central,Mizoram,Chhangte,r,consonant,
Mizo,Central,Mizoram,Chhangte,l̥,consonant,
Mizo,Central,Mizoram,Chhangte,l,consonant,
Mizo,Central,Mizoram,Chhangte,k,consonant,
Mizo,Central,Mizoram,Chhangte,kʰ,consonant,
Mizo,Central,Mizoram,Chhangte,ŋ̊,consonant,
Mizo,Central,Mizoram,Chhangte,ŋ,consonant,
Mizo,Central,Mizoram,Chhangte,ʔ,consonant,
Mizo,Central,Mizoram,Chhangte,h,consonant,
Mizo,Central,Mizoram,Chhangte,i,vowel,
Mizo,Central,Mizoram,Chhangte,iː,vowel,
Mizo,Central,Mizoram,Chhangte,ɛ,vowel,
Mizo,Central,Mizoram,Chhangte,ɛː,vowel,
Mizo,Central,Mizoram,Chhangte,u,vowel,
Mizo,Central,Mizoram,Chhangte,uː,vowel,
Mizo,Central,Mizoram,Chhangte,ɔ,vowel,
Mizo,Central,Mizoram,Chhangte,ɔː,vowel,
Mizo,Central,Mizoram,Chhangte,ɑ,vowel,
Mizo,Central,Mizoram,Chhangte,iɑ,vowel,
Mizo,Central,Mizoram,Chhangte,uɑ,vowel,
Mizo,Central,Mizoram,Chhangte,ɛi,vowel,
Mizo,Central,Mizoram,Chhangte,ɑi,vowel,
Mizo,Central,Mizoram,Chhangte,ɔi,vowel,
Mizo,Central,Mizoram,Chhangte,ui,vowel,
Mizo,Central,Mizoram,Chhangte,ɛu,vowel,
Mizo,Central,Mizoram,Chhangte,ɑu,vowel,
Mizo,Central,Mizoram,Chhangte,ɔu,vowel,
Mizo,Central,Mizoram,Chhangte,ɛːi,vowel,
Mizo,Central,Mizoram,Chhangte,ɑːi,vowel,
Mizo,Central,Mizoram,Chhangte,ɔːi,vowel,
Mizo,Central,Mizoram,Chhangte,uːi,vowel,
Mizo,Central,Mizoram,Chhangte,iːu,vowel,
Mizo,Central,Mizoram,Chhangte,ɛːu,vowel,
Mizo,Central,Mizoram,Chhangte,ɑːu,vowel,
Mizo,Central,Mizoram,Chhangte,iɑi,vowel,
Mizo,Central,Mizoram,Chhangte,uɑi,vowel,
Mizo,Central,Mizoram,Chhangte,iɑu,vowel,
Mizo,Central,Mizoram,Chhangte,uɑu,vowel,
Mro Khimi,Southern,Wakun,Hornéy,p,consonant,
Mro Khimi,Southern,Wakun,Hornéy,pʰ,consonant,
Mro Khimi,Southern,Wakun,Hornéy,b,consonant,
Mro Khimi,Southern,Wakun,Hornéy,f,consonant,
Mro Khimi,Southern,Wakun,Hornéy,v,consonant,
Mro Khimi,Southern,Wakun,Hornéy,m,consonant,
Mro Khimi,Southern,Wakun,Hornéy,t,consonant,
Mro Khimi,Southern,Wakun,Hornéy,tʰ,consonant,
Mro Khimi,Southern,Wakun,Hornéy,d,consonant,
Mro Khimi,Southern,Wakun,Hornéy,s,consonant,
Mro Khimi,Southern,Wakun,Hornéy,sʰ,consonant,
Mro Khimi,Southern,Wakun,Hornéy,n,consonant,
Mro Khimi,Southern,Wakun,Hornéy,ɹ,consonant,
Mro Khimi,Southern,Wakun,Hornéy,l,consonant,
Mro Khimi,Southern,Wakun,Hornéy,j,consonant,
Mro Khimi,Southern,Wakun,Hornéy,k,consonant,
Mro Khimi,Southern,Wakun,Hornéy,kʰ,consonant,
Mro Khimi,Southern,Wakun,Hornéy,g,consonant,
Mro Khimi,Southern,Wakun,Hornéy,χ,consonant,
Mro Khimi,Southern,Wakun,Hornéy,ʔ,consonant,
Mro Khimi,Southern,Wakun,Hornéy,h,consonant,
Mro Khimi,Southern,Wakun,Hornéy,i,vowel,
Mro Khimi,Southern,Wakun,Hornéy,y,vowel,
Mro Khimi,Southern,Wakun,Hornéy,ĩ,vowel,
Mro Khimi,Southern,Wakun,Hornéy,ỹ,vowel,
Mro Khimi,Southern,Wakun,Hornéy,ɪ,vowel,
Mro Khimi,Southern,Wakun,Hornéy,ʏ,vowel,
Mro Khimi,Southern,Wakun,Hornéy,e,vowel,
Mro Khimi,Southern,Wakun,Hornéy,ø,vowel,
Mro Khimi,Southern,Wakun,Hornéy,ẽ,vowel,
Mro Khimi,Southern,Wakun,Hornéy,ø̃,vowel,
Mro Khimi,Southern,Wakun,Hornéy,ɛ,vowel,
Mro Khimi,Southern,Wakun,Hornéy,ɛ̃,vowel,
Mro Khimi,Southern,Wakun,Hornéy,a,vowel,
Mro Khimi,Southern,Wakun,Hornéy,ã,vowel,
Mro Khimi,Southern,Wakun,Hornéy,ɯ,vowel,
Mro Khimi,Southern,Wakun,Hornéy,u,vowel,
Mro Khimi,Southern,Wakun,Hornéy,ɯ̃,vowel,
Mro Khimi,Southern,Wakun,Hornéy,ũ,vowel,
Mro Khimi,Southern,Wakun,Hornéy,ɤ,vowel,
Mro Khimi,Southern,Wakun,Hornéy,ɤ̃,vowel,
Mro Khimi,Southern,Wakun,Hornéy,o,vowel,
Mro Khimi,Southern,Wakun,Hornéy,õ,vowel,
Mro Khimi,Southern,Wakun,Hornéy,ɑ,vowel,
Mro Khimi,Southern,Wakun,Hornéy,ɒ,vowel,
Mro Khimi,Southern,Wakun,Hornéy,ɑ̃,vowel,
Mro Khimi,Southern,Wakun,Hornéy,ɒ̃,vowel,
Mro Khimi,Southern,Xautau,Hornéy,p,consonant,
Mro Khimi,Southern,Xautau,Hornéy,pʰ,consonant,
Mro Khimi,Southern,Xautau,Hornéy,b,consonant,
Mro Khimi,Southern,Xautau,Hornéy,f,consonant,
Mro Khimi,Southern,Xautau,Hornéy,v,consonant,
Mro Khimi,Southern,Xautau,Hornéy,m,consonant,
Mro Khimi,Southern,Xautau,Hornéy,t,consonant,
Mro Khimi,Southern,Xautau,Hornéy,tʰ,consonant,
Mro Khimi,Southern,Xautau,Hornéy,d,consonant,
Mro Khimi,Southern,Xautau,Hornéy,s,consonant,
Mro Khimi,Southern,Xautau,Hornéy,sʰ,consonant,
Mro Khimi,Southern,Xautau,Hornéy,n,consonant,
Mro Khimi,Southern,Xautau,Hornéy,ɹ,consonant,
Mro Khimi,Southern,Xautau,Hornéy,l,consonant,
Mro Khimi,Southern,Xautau,Hornéy,j,consonant,
Mro Khimi,Southern,Xautau,Hornéy,k,consonant,
Mro Khimi,Southern,Xautau,Hornéy,kʰ,consonant,
Mro Khimi,Southern,Xautau,Hornéy,g,consonant,
Mro Khimi,Southern,Xautau,Hornéy,χ,consonant,
Mro Khimi,Southern,Xautau,Hornéy,ʔ,consonant,
Mro Khimi,Southern,Xautau,Hornéy,h,consonant,
Mro Khimi,Southern,Xautau,Hornéy,i,vowel,
Mro Khimi,Southern,Xautau,Hornéy,y,vowel,
Mro Khimi,Southern,Xautau,Hornéy,ĩ,vowel,
Mro Khimi,Southern,Xautau,Hornéy,ỹ,vowel,
Mro Khimi,Southern,Xautau,Hornéy,ɪ,vowel,
Mro Khimi,Southern,Xautau,Hornéy,ʏ,vowel,
Mro Khimi,Southern,Xautau,Hornéy,e,vowel,
Mro Khimi,Southern,Xautau,Hornéy,ø,vowel,
Mro Khimi,Southern,Xautau,Hornéy,ẽ,vowel,
Mro Khimi,Southern,Xautau,Hornéy,ø̃,vowel,
Mro Khimi,Southern,Xautau,Hornéy,ɛ,vowel,
Mro Khimi,Southern,Xautau,Hornéy,ɛ̃,vowel,
Mro Khimi,Southern,Xautau,Hornéy,a,vowel,
Mro Khimi,Southern,Xautau,Hornéy,ã,vowel,
Mro Khimi,Southern,Xautau,Hornéy,ɯ,vowel,
Mro Khimi,Southern,Xautau,Hornéy,u,vowel,
Mro Khimi,Southern,Xautau,Hornéy,ɯ̃,vowel,
Mro Khimi,Southern,Xautau,Hornéy,ũ,vowel,
Mro Khimi,Southern,Xautau,Hornéy,ɤ,vowel,
Mro Khimi,Southern,Xautau,Hornéy,ɤ̃,vowel,
Mro Khimi,Southern,Xautau,Hornéy,o,vowel,
Mro Khimi,Southern,Xautau,Hornéy,õ,vowel,
Mro Khimi,Southern,Xautau,Hornéy,ɑ,vowel,
Mro Khimi,Southern,Xautau,Hornéy,ɒ,vowel,
Mro Khimi,Southern,Xautau,Hornéy,ɑ̃,vowel,
Mro Khimi,Southern,Xautau,Hornéy,ɒ̃,vowel,
Mro Khimi,Southern,Xautau,Hornéy,ai,vowel,
Mro Khimi,Southern,Xautau,Hornéy,au,vowel,
Zophei,Maraic,Nuitah,Lotven,p,consonant,
Zophei,Maraic,Nuitah,Lotven,pʰ,consonant,
Zophei,Maraic,Nuitah,Lotven,b,consonant,
Zophei,Maraic,Nuitah,Lotven,f,consonant,
Zophei,Maraic,Nuitah,Lotven,v,consonant,
Zophei,Maraic,Nuitah,Lotven,m̥,consonant,
Zophei,Maraic,Nuitah,Lotven,m,consonant,
Zophei,Maraic,Nuitah,Lotven,t,consonant,
Zophei,Maraic,Nuitah,Lotven,tʰ,consonant,
Zophei,Maraic,Nuitah,Lotven,d,consonant,
Zophei,Maraic,Nuitah,Lotven,s,consonant,
Zophei,Maraic,Nuitah,Lotven,z,consonant,
Zophei,Maraic,Nuitah,Lotven,ts,consonant,
Zophei,Maraic,Nuitah,Lotven,tsʰ,consonant,
Zophei,Maraic,Nuitah,Lotven,tɬ,consonant,
Zophei,Maraic,Nuitah,Lotven,tl,consonant,
Zophei,Maraic,Nuitah,Lotven,n̥,consonant,
Zophei,Maraic,Nuitah,Lotven,n,consonant,
Zophei,Maraic,Nuitah,Lotven,l̥,consonant,
Zophei,Maraic,Nuitah,Lotven,l,consonant,
Zophei,Maraic,Nuitah,Lotven,ɹ̥,consonant,
Zophei,Maraic,Nuitah,Lotven,ɹ,consonant,
Zophei,Maraic,Nuitah,Lotven,k,consonant,
Zophei,Maraic,Nuitah,Lotven,kʰ,consonant,
Zophei,Maraic,Nuitah,Lotven,ŋ,consonant,
Zophei,Maraic,Nuitah,Lotven,ʔ,consonant,
Zophei,Maraic,Nuitah,Lotven,h,consonant,
Zophei,Maraic,Nuitah,Lotven,i,vowel,
Zophei,Maraic,Nuitah,Lotven,iː,vowel,
Zophei,Maraic,Nuitah,Lotven,e,vowel,
Zophei,Maraic,Nuitah,Lotven,eː,vowel,
Zophei,Maraic,Nuitah,Lotven,ɨː,vowel,
Zophei,Maraic,Nuitah,Lotven,ʉː,vowel,
Zophei,Maraic,Nuitah,Lotven,a,vowel,
Zophei,Maraic,Nuitah,Lotven,a:,vowel,
Zophei,Maraic,Nuitah,Lotven,u,vowel,
Zophei,Maraic,Nuitah,Lotven,uː,vowel,
Zophei,Maraic,Nuitah,Lotven,o:,vowel,
Zophei,Maraic,Nuitah,Lotven,ui,vowel,
Zophei,Maraic,Nuitah,Lotven,ai,vowel,
Zophei,Maraic,Nuitah,Lotven,oi,vowel,
Zophei,Maraic,Nuitah,Lotven,ia,vowel,
Zophei,Maraic,Nuitah,Lotven,ua,vowel,
Paite,Northern,"Lamjang, Tuithapi village",Singh,p,consonant,
Paite,Northern,"Lamjang, Tuithapi village",Singh,pʰ,consonant,
Paite,Northern,"Lamjang, Tuithapi village",Singh,b,consonant,
Paite,Northern,"Lamjang, Tuithapi village",Singh,v,consonant,
Paite,Northern,"Lamjang, Tuithapi village",Singh,m,consonant,
Paite,Northern,"Lamjang, Tuithapi village",Singh,t,consonant,
Paite,Northern,"Lamjang, Tuithapi village",Singh,tʰ,consonant,
Paite,Northern,"Lamjang, Tuithapi village",Singh,d,consonant,
Paite,Northern,"Lamjang, Tuithapi village",Singh,s,consonant,
Paite,Northern,"Lamjang, Tuithapi village",Singh,n,consonant,
Paite,Northern,"Lamjang, Tuithapi village",Singh,l,consonant,
Paite,Northern,"Lamjang, Tuithapi village",Singh,c,consonant,
Paite,Northern,"Lamjang, Tuithapi village",Singh,ɟ,consonant,
Paite,Northern,"Lamjang, Tuithapi village",Singh,k,consonant,
Paite,Northern,"Lamjang, Tuithapi village",Singh,g,consonant,
Paite,Northern,"Lamjang, Tuithapi village",Singh,x,consonant,
Paite,Northern,"Lamjang, Tuithapi village",Singh,ŋ,consonant,
Paite,Northern,"Lamjang, Tuithapi village",Singh,ʔ,consonant,
Paite,Northern,"Lamjang, Tuithapi village",Singh,h,consonant,
Paite,Northern,"Lamjang, Tuithapi village",Singh,i,vowel,
Paite,Northern,"Lamjang, Tuithapi village",Singh,iː,vowel,
Paite,Northern,"Lamjang, Tuithapi village",Singh,e,vowel,
Paite,Northern,"Lamjang, Tuithapi village",Singh,eː,vowel,
Paite,Northern,"Lamjang, Tuithapi village",Singh,u,vowel,
Paite,Northern,"Lamjang, Tuithapi village",Singh,uː,vowel,
Paite,Northern,"Lamjang, Tuithapi village",Singh,ə,vowel,
Paite,Northern,"Lamjang, Tuithapi village",Singh,əː,vowel,
Paite,Northern,"Lamjang, Tuithapi village",Singh,o,vowel,
Paite,Northern,"Lamjang, Tuithapi village",Singh,oː,vowel,
Paite,Northern,"Lamjang, Tuithapi village",Singh,a,vowel,
Paite,Northern,"Lamjang, Tuithapi village",Singh,aː,vowel,
Paite,Northern,"Lamjang, Tuithapi village",Singh,əi,vowel,
Paite,Northern,"Lamjang, Tuithapi village",Singh,ai,vowel,
Paite,Northern,"Lamjang, Tuithapi village",Singh,ei,vowel,
Paite,Northern,"Lamjang, Tuithapi village",Singh,ui,vowel,
Paite,Northern,"Lamjang, Tuithapi village",Singh,ia,vowel,
Paite,Northern,"Lamjang, Tuithapi village",Singh,ua,vowel,
Paite,Northern,"Lamjang, Tuithapi village",Singh,əu,vowel,
Paite,Northern,"Lamjang, Tuithapi village",Singh,au,vowel,
Paite,Northern,"Lamjang, Tuithapi village",Singh,iu,vowel,
Paite,Northern,"Lamjang, Tuithapi village",Singh,eu,vowel,
Pangkhua,Central,Pangkhua Para,Akter,p,consonant,
Pangkhua,Central,Pangkhua Para,Akter,pʰ,consonant,
Pangkhua,Central,Pangkhua Para,Akter,b,consonant,
Pangkhua,Central,Pangkhua Para,Akter,t̪,consonant,
Pangkhua,Central,Pangkhua Para,Akter,t̪ʰ,consonant,
Pangkhua,Central,Pangkhua Para,Akter,d̪,consonant,
Pangkhua,Central,Pangkhua Para,Akter,f,consonant,
Pangkhua,Central,Pangkhua Para,Akter,v,consonant,
Pangkhua,Central,Pangkhua Para,Akter,m,consonant,
Pangkhua,Central,Pangkhua Para,Akter,w,consonant,
Pangkhua,Central,Pangkhua Para,Akter,s,consonant,
Pangkhua,Central,Pangkhua Para,Akter,z,consonant,
Pangkhua,Central,Pangkhua Para,Akter,ts,consonant,
Pangkhua,Central,Pangkhua Para,Akter,n,consonant,
Pangkhua,Central,Pangkhua Para,Akter,r,consonant,
Pangkhua,Central,Pangkhua Para,Akter,l,consonant,
Pangkhua,Central,Pangkhua Para,Akter,j,consonant,
Pangkhua,Central,Pangkhua Para,Akter,k,consonant,
Pangkhua,Central,Pangkhua Para,Akter,kʰ,consonant,
Pangkhua,Central,Pangkhua Para,Akter,ŋ,consonant,
Pangkhua,Central,Pangkhua Para,Akter,ʔ,consonant,
Pangkhua,Central,Pangkhua Para,Akter,h,consonant,
Pangkhua,Central,Pangkhua Para,Akter,i,vowel,
Pangkhua,Central,Pangkhua Para,Akter,e,vowel,
Pangkhua,Central,Pangkhua Para,Akter,ɑ,vowel,
Pangkhua,Central,Pangkhua Para,Akter,ə,vowel,
Pangkhua,Central,Pangkhua Para,Akter,u,vowel,
Pangkhua,Central,Pangkhua Para,Akter,ɞ,vowel,
Pangkhua,Central,Pangkhua Para,Akter,ɒ,vowel,
Pangkhua,Central,Pangkhua Para,Akter,ɑi,vowel,
Pangkhua,Central,Pangkhua Para,Akter,ou,vowel,
Pangkhua,Central,Pangkhua Para,Akter,uai,vowel,
Pangkhua,Central,Pangkhua Para,Akter,ua,vowel,
Pangkhua,Central,Pangkhua Para,Akter,əu,vowel,
Pangkhua,Central,Pangkhua Para,Akter,ia,vowel,
Pangkhua,Central,Pangkhua Para,Akter,iau,vowel,
Pangkhua,Central,Pangkhua Para,Akter,əi,vowel,
Pangkhua,Central,Pangkhua Para,Akter,ɒi,vowel,
Pangkhua,Central,Pangkhua Para,Akter,əu,vowel,
Pangkhua,Central,Pangkhua Para,Akter,ei,vowel,
Senthang,Maraic,?,Watson,p,consonant,
Senthang,Maraic,?,Watson,pʰ,consonant,
Senthang,Maraic,?,Watson,b,consonant,
Senthang,Maraic,?,Watson,f,consonant,
Senthang,Maraic,?,Watson,v,consonant,
Senthang,Maraic,?,Watson,m̥,consonant,
Senthang,Maraic,?,Watson,m,consonant,
Senthang,Maraic,?,Watson,t̪,consonant,
Senthang,Maraic,?,Watson,t̪ʰ,consonant,
Senthang,Maraic,?,Watson,d̪,consonant,
Senthang,Maraic,?,Watson,n̪̊,consonant,
Senthang,Maraic,?,Watson,n̪,consonant,
Senthang,Maraic,?,Watson,s,consonant,
Senthang,Maraic,?,Watson,z,consonant,
Senthang,Maraic,?,Watson,ts,consonant,
Senthang,Maraic,?,Watson,l̥,consonant,
Senthang,Maraic,?,Watson,l,consonant,
Senthang,Maraic,?,Watson,k,consonant,
Senthang,Maraic,?,Watson,kʰ,consonant,
Senthang,Maraic,?,Watson,x,consonant,
Senthang,Maraic,?,Watson,ɣ,consonant,
Senthang,Maraic,?,Watson,ŋ,consonant,
Senthang,Maraic,?,Watson,ʔ,consonant,
Senthang,Maraic,?,Watson,h,consonant,
Senthang,Maraic,?,Watson,i,vowel,
Senthang,Maraic,?,Watson,e,vowel,
Senthang,Maraic,?,Watson,ɛ,vowel,
Senthang,Maraic,?,Watson,ə,vowel,
Senthang,Maraic,?,Watson,a,vowel,
Senthang,Maraic,?,Watson,u,vowel,
Senthang,Maraic,?,Watson,ɤ,vowel,
Senthang,Maraic,?,Watson,o,vowel,
Senthang,Maraic,?,Watson,ɔ,vowel,
Sizang,Northern,?,Sarangthem,p,consonant,
Sizang,Northern,?,Sarangthem,pʰ,consonant,
Sizang,Northern,?,Sarangthem,b,consonant,
Sizang,Northern,?,Sarangthem,v,consonant,
Sizang,Northern,?,Sarangthem,m,consonant,
Sizang,Northern,?,Sarangthem,t,consonant,
Sizang,Northern,?,Sarangthem,tʰ,consonant,
Sizang,Northern,?,Sarangthem,d,consonant,
Sizang,Northern,?,Sarangthem,s,consonant,
Sizang,Northern,?,Sarangthem,z,consonant,
Sizang,Northern,?,Sarangthem,n,consonant,
Sizang,Northern,?,Sarangthem,l,consonant,
Sizang,Northern,?,Sarangthem,k,consonant,
Sizang,Northern,?,Sarangthem,kʰ,consonant,
Sizang,Northern,?,Sarangthem,ŋ,consonant,
Sizang,Northern,?,Sarangthem,h,consonant,
Sizang,Northern,Buan Man,Stern,p,consonant,
Sizang,Northern,Buan Man,Stern,pʰ,consonant,
Sizang,Northern,Buan Man,Stern,b,consonant,
Sizang,Northern,Buan Man,Stern,v,consonant,
Sizang,Northern,Buan Man,Stern,m,consonant,
Sizang,Northern,Buan Man,Stern,t,consonant,
Sizang,Northern,Buan Man,Stern,tʰ,consonant,
Sizang,Northern,Buan Man,Stern,d,consonant,
Sizang,Northern,Buan Man,Stern,s,consonant,
Sizang,Northern,Buan Man,Stern,z,consonant,
Sizang,Northern,Buan Man,Stern,n,consonant,
Sizang,Northern,Buan Man,Stern,l,consonant,
Sizang,Northern,Buan Man,Stern,k,consonant,
Sizang,Northern,Buan Man,Stern,kʰ,consonant,
Sizang,Northern,Buan Man,Stern,ŋ,consonant,
Sizang,Northern,Buan Man,Stern,h,consonant,
Sizang,Northern,?,Sarangthem,i,vowel,
Sizang,Northern,?,Sarangthem,e,vowel,
Sizang,Northern,?,Sarangthem,ə,vowel,
Sizang,Northern,?,Sarangthem,a,vowel,
Sizang,Northern,?,Sarangthem,u,vowel,
Sizang,Northern,?,Sarangthem,o,vowel,
Sizang,Northern,?,Sarangthem,əi,vowel,
Sizang,Northern,?,Sarangthem,ei,vowel,
Sizang,Northern,?,Sarangthem,ai,vowel,
Sizang,Northern,?,Sarangthem,oi,vowel,
Sizang,Northern,?,Sarangthem,ui,vowel,
Sizang,Northern,?,Sarangthem,əu,vowel,
Sizang,Northern,?,Sarangthem,au,vowel,
Sizang,Northern,?,Sarangthem,ia,vowel,
Sizang,Northern,?,Sarangthem,ua,vowel,
Sizang,Northern,Buan Man,Stern,i,vowel,
Sizang,Northern,Buan Man,Stern,e,vowel,
Sizang,Northern,Buan Man,Stern,a,vowel,
Sizang,Northern,Buan Man,Stern,u,vowel,
Sizang,Northern,Buan Man,Stern,o,vowel,
Sizang,Northern,Buan Man,Stern,ei,vowel,
Sizang,Northern,Buan Man,Stern,ai,vowel,
Sizang,Northern,Buan Man,Stern,oi,vowel,
Sizang,Northern,Buan Man,Stern,ui,vowel,
Sizang,Northern,Buan Man,Stern,au,vowel,
Sizang,Northern,Buan Man,Stern,ia,vowel,
Sizang,Northern,Buan Man,Stern,ua,vowel,
Sizang,Northern,Buan Man,Stern,ie,vowel,
Sizang,Northern,Buan Man,Stern,eu,vowel,
Sizang,Northern,Buan Man,Stern,ɔi,vowel,
Sizang,Northern,Buan Man,Stern,uei,vowel,
Sizang,Northern,Buan Man,Stern,oai,vowel,
Sizang,Northern,Buan Man,Stern,ɔai,vowel,
Tedim,Northern,?,Otsuka2014,p,consonant,
Tedim,Northern,?,Otsuka2014,pʰ,consonant,
Tedim,Northern,?,Otsuka2014,b,consonant,
Tedim,Northern,?,Otsuka2014,f,consonant,Ideophones only
Tedim,Northern,?,Otsuka2014,v,consonant,
Tedim,Northern,?,Otsuka2014,m,consonant,
Tedim,Northern,?,Otsuka2014,t,consonant,
Tedim,Northern,?,Otsuka2014,tʰ,consonant,
Tedim,Northern,?,Otsuka2014,d,consonant,
Tedim,Northern,?,Otsuka2014,s,consonant,
Tedim,Northern,?,Otsuka2014,z,consonant,
Tedim,Northern,?,Otsuka2014,tɕ,consonant,
Tedim,Northern,?,Otsuka2014,tɕʰ,consonant,Ideophones only
Tedim,Northern,?,Otsuka2014,n,consonant,
Tedim,Northern,?,Otsuka2014,l,consonant,
Tedim,Northern,?,Otsuka2014,lˀ,consonant,
