"Language","Dialect","Source","Segment","Type","Notes","Place_of_Articulation","Manner","Voicing","Aspiration","Vowel_Type","Height","Backness","Rounding","Length","Nasalization"
"Tedim","?","Otsuka","uɑi","vowel","","","","","","triphthong","","","","",""
"Tedim","?","Otsuka","uɑu","vowel","","","","","","triphthong","","","","",""
"Tedim","?","Otsuka","iei","vowel","","","","","","triphthong","","","","",""
"Tedim","?","Otsuka","uou","vowel","","","","","","triphthong","","","","",""
"Thado","?","Haokip","p","consonant","","bilabial","plosive","voiceless","unaspirated","","","","","",""
"Thado","?","Haokip","pʰ","consonant","","bilabial","plosive","voiceless","aspirated","","","","","",""
"Thado","?","Haokip","b","consonant","","bilabial","plosive","voiced","unaspirated","","","","","",""
"Thado","?","Haokip","v","consonant","","labiodental","fricative","voiced","unaspirated","","","","","",""
"Thado","?","Haokip","m","consonant","","bilabial","nasal","voiced","unaspirated","","","","","",""
"Thado","?","Haokip","t","consonant","","alveolar","plosive","voiceless","unaspirated","","","","","",""
"Thado","?","Haokip","tʰ","consonant","","alveolar","plosive","voiceless","aspirated","","","","","",""
"Thado","?","Haokip","d","consonant","","alveolar","plosive","voiced","unaspirated","","","","","",""
"Thado","?","Haokip","s","consonant","","alveolar","fricative","voiceless","unaspirated","","","","","",""
"Thado","?","Haokip","z","consonant","","alveolar","fricative","voiced","unaspirated","","","","","",""
"Thado","?","Haokip","tʃ","consonant","","postalveolar","affricate","voiceless","unaspirated","","","","","",""
"Thado","?","Haokip","n","consonant","","alveolar","nasal","voiced","unaspirated","","","","","",""
"Thado","?","Haokip","r","consonant","","alveolar","trill","voiced","unaspirated","","","","","",""
"Thado","?","Haokip","l̥","consonant","","alveolar","lateral approximant","voiceless","unaspirated","","","","","",""
"Thado","?","Haokip","l","consonant","","alveolar","lateral approximant","voiced","unaspirated","","","","","",""
"Thado","?","Haokip","k","consonant","","velar","plosive","voiceless","unaspirated","","","","","",""
"Thado","?","Haokip","g","consonant","","velar","plosive","voiced","unaspirated","","","","","",""
"Thado","?","Haokip","x","consonant","","velar","fricative","voiceless","unaspirated","","","","","",""
"Thado","?","Haokip","ŋ","consonant","","velar","nasal","voiced","unaspirated","","","","","",""
"Thado","?","Haokip","ʔ","consonant","","glottal","plosive","voiceless","unaspirated","","","","","",""
"Thado","?","Haokip","h","consonant","","glottal","fricative","voiceless","unaspirated","","","","","",""
"Thado","?","Haokip","i","vowel","","","","","","monophthong","high","front","unrounded","short","oral"
"Thado","?","Haokip","ɛ","vowel","","","","","","monophthong","low-mid","front","unrounded","short","oral"
"Thado","?","Haokip","ə","vowel","","","","","","monophthong","mid","central","unrounded","short","oral"
"Thado","?","Haokip","a","vowel","","","","","","monophthong","low","central","unrounded","short","oral"
"Thado","?","Haokip","u","vowel","","","","","","monophthong","high","back","rounded","short","oral"
"Thado","?","Haokip","o","vowel","","","","","","monophthong","high-mid","back","rounded","short","oral"
"Thado","?","Haokip","ɔ","vowel","","","","","","monophthong","low-mid","back","rounded","short","oral"
"Thado","?","Haokip","ai","vowel","","","","","","diphthong","","","","short",""
"Thado","?","Haokip","ui","vowel","","","","","","diphthong","","","","short",""
"Thado","?","Haokip","ei","vowel","","","","","","diphthong","","","","short",""
"Thado","?","Haokip","ie","vowel","","","","","","diphthong","","","","short",""
"Thado","?","Haokip","əu","vowel","","","","","","diphthong","","","","short",""
"Thado","?","Haokip","au","vowel","","","","","","diphthong","","","","short",""
"Thado","?","Haokip","eu","vowel","","","","","","diphthong","","","","short",""
"Thado","?","Haokip","iu","vowel","","","","","","diphthong","","","","short",""
"Thado","?","Haokip","ɔi","vowel","","","","","","diphthong","","","","short",""
"Thado","?","Haokip","oi","vowel","","","","","","diphthong","","","","short",""
"Thado","?","Haokip","ou","vowel","","","","","","diphthong","","","","short",""
"Thado","?","Haokip","ɔu","vowel","","","","","","diphthong","","","","short",""
"Zophei","Tlawngrang","Lotven","p","consonant","","bilabial","plosive","voiceless","unaspirated","","","","","",""
"Zophei","Tlawngrang","Lotven","pʰ","consonant","","bilabial","plosive","voiceless","aspirated","","","","","",""
"Zophei","Tlawngrang","Lotven","b","consonant","","bilabial","plosive","voiced","unaspirated","","","","","",""
"Zophei","Tlawngrang","Lotven","f","consonant","","labiodental","fricative","voiceless","unaspirated","","","","","",""
"Zophei","Tlawngrang","Lotven","v","consonant","","labiodental","fricative","voiced","unaspirated","","","","","",""
"Zophei","Tlawngrang","Lotven","m̥","consonant","","bilabial","nasal","voiceless","unaspirated","","","","","",""
"Zophei","Tlawngrang","Lotven","m","consonant","","bilabial","nasal","voiced","unaspirated","","","","","",""
"Zophei","Tlawngrang","Lotven","t","consonant","","alveolar","plosive","voiceless","unaspirated","","","","","",""
"Zophei","Tlawngrang","Lotven","tʰ","consonant","","alveolar","plosive","voiceless","aspirated","","","","","",""
"Zophei","Tlawngrang","Lotven","d","consonant","","alveolar","plosive","voiced","unaspirated","","","","","",""
"Zophei","Tlawngrang","Lotven","s","consonant","","alveolar","fricative","voiceless","unaspirated","","","","","",""
"Zophei","Tlawngrang","Lotven","z","consonant","","alveolar","fricative","voiced","unaspirated","","","","","",""
"Zophei","Tlawngrang","Lotven","ts","consonant","","alveolar","affricate","voiceless","unaspirated","","","","","",""
"Zophei","Tlawngrang","Lotven","tsʰ","consonant","","alveolar","affricate","voiceless","aspirated","","","","","",""
"Zophei","Tlawngrang","Lotven","tɬ","consonant","","alveolar","lateral affricate","voiceless","unaspirated","","","","","",""
"Zophei","Tlawngrang","Lotven","tl","consonant","","alveolar","lateral affricate","voiceless","unaspirated","","","","","",""
"Zophei","Tlawngrang","Lotven","n̥","consonant","","alveolar","nasal","voiceless","unaspirated","","","","","",""
"Zophei","Tlawngrang","Lotven","n","consonant","","alveolar","nasal","voiced","unaspirated","","","","","",""
"Zophei","Tlawngrang","Lotven","l̥","consonant","","alveolar","lateral approximant","voiceless","unaspirated","","","","","",""
"Zophei","Tlawngrang","Lotven","l","consonant","","alveolar","lateral approximant","voiced","unaspirated","","","","","",""
"Zophei","Tlawngrang","Lotven","ɹ̥","consonant","","alveolar","approximant","voiceless","unaspirated","","","","","",""
"Zophei","Tlawngrang","Lotven","ɹ","consonant","","alveolar","approximant","voiced","unaspirated","","","","","",""
"Zophei","Tlawngrang","Lotven","k","consonant","","velar","plosive","voiceless","unaspirated","","","","","",""
"Zophei","Tlawngrang","Lotven","kʰ","consonant","","velar","plosive","voiceless","aspirated","","","","","",""
"Zophei","Tlawngrang","Lotven","ŋ","consonant","","velar","nasal","voiced","unaspirated","","","","","",""
"Zophei","Tlawngrang","Lotven","ʔ","consonant","","glottal","plosive","voiceless","unaspirated","","","","","",""
"Zophei","Tlawngrang","Lotven","h","consonant","","glottal","fricative","voiceless","unaspirated","","","","","",""
"Zophei","Tlawngrang","Lotven","i","vowel","","","","","","monophthong","high","front","unrounded","short","oral"
"Zophei","Tlawngrang","Lotven","iː","vowel","","","","","","monophthong","high","front","unrounded","long","oral"
"Zophei","Tlawngrang","Lotven","e","vowel","","","","","","monophthong","high-mid","front","unrounded","short","oral"
"Zophei","Tlawngrang","Lotven","eː","vowel","","","","","","monophthong","high-mid","front","unrounded","long","oral"
"Zophei","Tlawngrang","Lotven","øː","vowel","","","","","","monophthong","high-mid","front","rounded","long","oral"
"Zophei","Tlawngrang","Lotven","a","vowel","","","","","","monophthong","low","central","unrounded","short","oral"
"Zophei","Tlawngrang","Lotven","aː","vowel","","","","","","monophthong","low","central","unrounded","long","oral"
"Zophei","Tlawngrang","Lotven","u","vowel","","","","","","monophthong","high","back","rounded","short","oral"
"Zophei","Tlawngrang","Lotven","uː","vowel","","","","","","monophthong","high","back","rounded","long","oral"
"Zophei","Tlawngrang","Lotven","o","vowel","","","","","","monophthong","high-mid","back","rounded","short","oral"
"Zophei","Tlawngrang","Lotven","oː","vowel","","","","","","monophthong","high-mid","back","rounded","long","oral"
"Zophei","Tlawngrang","Lotven","ui","vowel","","","","","","diphthong","","","","short",""
"Zophei","Tlawngrang","Lotven","ei","vowel","","","","","","diphthong","","","","short",""
"Zophei","Tlawngrang","Lotven","ai","vowel","","","","","","diphthong","","","","short",""
"Zophei","Tlawngrang","Lotven","au","vowel","","","","","","diphthong","","","","short",""
"Zophei","Tlawngrang","Lotven","ue","vowel","","","","","","diphthong","","","","short",""
"Zophei","Tlawngrang","Lotven","ia","vowel","","","","","","diphthong","","","","short",""
"Zophei","Tlawngrang","Lotven","ua","vowel","","","","","","diphthong","","","","short",""
"Zahau","?","Osburne","p","consonant","","bilabial","plosive","voiceless","unaspirated","","","","","",""
"Zahau","?","Osburne","pʰ","consonant","","bilabial","plosive","voiceless","aspirated","","","","","",""
"Zahau","?","Osburne","b","consonant","","bilabial","plosive","voiced","unaspirated","","","","","",""
"Zahau","?","Osburne","f","consonant","","labiodental","fricative","voiceless","unaspirated","","","","","",""
"Zahau","?","Osburne","v","consonant","","labiodental","fricative","voiced","unaspirated","","","","","",""
"Zahau","?","Osburne","m̥","consonant","","bilabial","nasal","voiceless","unaspirated","","","","","",""
"Zahau","?","Osburne","m","consonant","","bilabial","nasal","voiced","unaspirated","","","","","",""
"Zahau","?","Osburne","w","consonant","","labial","approximant","voiced","unaspirated","","","","","",""
"Zahau","?","Osburne","t","consonant","","alveolar","plosive","voiceless","unaspirated","","","","","",""
"Zahau","?","Osburne","tʰ","consonant","","alveolar","plosive","voiceless","aspirated","","","","","",""
"Zahau","?","Osburne","d","consonant","","alveolar","plosive","voiced","unaspirated","","","","","",""
"Zahau","?","Osburne","s","consonant","","alveolar","fricative","voiceless","unaspirated","","","","","",""
"Zahau","?","Osburne","z","consonant","","alveolar","fricative","voiced","unaspirated","","","","","",""
"Zahau","?","Osburne","tʃ","consonant","","postalveolar","affricate","voiceless","unaspirated","","","","","",""
"Zahau","?","Osburne","tl","consonant","","alveolar","lateral affricate","voiceless","unaspirated","","","","","",""
"Zahau","?","Osburne","tlʰ","consonant","","alveolar","lateral affricate","voiceless","aspirated","","","","","",""
"Zahau","?","Osburne","l̥","consonant","","alveolar","lateral approximant","voiceless","unaspirated","","","","","",""
"Zahau","?","Osburne","l","consonant","","alveolar","lateral approximant","voiced","unaspirated","","","","","",""
"Zahau","?","Osburne","n̥","consonant","","alveolar","nasal","voiceless","unaspirated","","","","","",""
"Zahau","?","Osburne","n","consonant","","alveolar","nasal","voiced","unaspirated","","","","","",""
"Zahau","?","Osburne","r̥","consonant","","alveolar","trill","voiceless","unaspirated","","","","","",""
"Zahau","?","Osburne","r","consonant","","alveolar","trill","voiced","unaspirated","","","","","",""
"Zahau","?","Osburne","j","consonant","","palatal","approximant","voiced","unaspirated","","","","","",""
"Zahau","?","Osburne","k","consonant","","velar","plosive","voiceless","unaspirated","","","","","",""
"Zahau","?","Osburne","kʰ","consonant","","velar","plosive","voiceless","aspirated","","","","","",""
"Zahau","?","Osburne","ŋ̊","consonant","","velar","nasal","voiceless","unaspirated","","","","","",""
"Zahau","?","Osburne","ŋ","consonant","","velar","nasal","voiced","unaspirated","","","","","",""
"Zahau","?","Osburne","ʔ","consonant","","glottal","plosive","voiceless","unaspirated","","","","","",""
"Zahau","?","Osburne","i","vowel","","","","","","monophthong","high","front","unrounded","short","oral"
"Zahau","?","Osburne","e","vowel","","","","","","monophthong","high-mid","front","unrounded","short","oral"
"Zahau","?","Osburne","u","vowel","","","","","","monophthong","high","back","rounded","short","oral"
"Zahau","?","Osburne","o","vowel","","","","","","monophthong","high-mid","back","rounded","short","oral"
"Zahau","?","Osburne","a","vowel","","","","","","monophthong","low","central","unrounded","short","oral"
"Zo","Tonzang","Button","p","consonant","","bilabial","plosive","voiceless","unaspirated","","","","","",""
"Zo","Tonzang","Button","pʰ","consonant","","bilabial","plosive","voiceless","aspirated","","","","","",""
"Zo","Tonzang","Button","b","consonant","","bilabial","plosive","voiced","unaspirated","","","","","",""
"Zo","Tonzang","Button","v","consonant","","labiodental","fricative","voiced","unaspirated","","","","","",""
"Zo","Tonzang","Button","m","consonant","","bilabial","nasal","voiced","unaspirated","","","","","",""
"Zo","Tonzang","Button","w","consonant","","labial","approximant","voiced","unaspirated","","","","","",""
"Zo","Tonzang","Button","t","consonant","","alveolar","plosive","voiceless","unaspirated","","","","","",""
"Zo","Tonzang","Button","tʰ","consonant","","alveolar","plosive","voiceless","aspirated","","","","","",""
"Zo","Tonzang","Button","d","consonant","","alveolar","plosive","voiced","unaspirated","","","","","",""
"Zo","Tonzang","Button","s","consonant","","alveolar","fricative","voiceless","unaspirated","","","","","",""
"Zo","Tonzang","Button","z","consonant","","alveolar","fricative","voiced","unaspirated","","","","","",""
"Zo","Tonzang","Button","n","consonant","","alveolar","nasal","voiced","unaspirated","","","","","",""
"Zo","Tonzang","Button","l̥","consonant","","alveolar","lateral approximant","voiceless","unaspirated","","","","","",""
"Zo","Tonzang","Button","l","consonant","","alveolar","lateral approximant","voiced","unaspirated","","","","","",""
"Zo","Tonzang","Button","j","consonant","","palatal","approximant","voiced","unaspirated","","","","","",""
"Zo","Tonzang","Button","k","consonant","","velar","plosive","voiceless","unaspirated","","","","","",""
"Zo","Tonzang","Button","g","consonant","","velar","plosive","voiced","unaspirated","","","","","",""
"Zo","Tonzang","Button","x","consonant","","velar","fricative","voiceless","unaspirated","","","","","",""
"Zo","Tonzang","Button","ŋ","consonant","","velar","nasal","voiced","unaspirated","","","","","",""
"Zo","Tonzang","Button","ʔ","consonant","","glottal","plosive","voiceless","unaspirated","","","","","",""
"Zo","Tonzang","Button","h","consonant","","glottal","fricative","voiceless","unaspirated","","","","","",""
"Zo","Tonzang","Button","i","vowel","","","","","","monophthong","high","front","unrounded","short","oral"
"Zo","Tonzang","Button","e","vowel","","","","","","monophthong","high-mid","front","unrounded","short","oral"
"Zo","Tonzang","Button","a","vowel","","","","","","monophthong","low","central","unrounded","short","oral"
"Zo","Tonzang","Button","u","vowel","","","","","","monophthong","high","back","rounded","short","oral"
"Zo","Tonzang","Button","o","vowel","","","","","","monophthong","high-mid","back","rounded","short","oral"
"Zo","Tonzang","Button","ei","vowel","","","","","","diphthong","","","","short",""
"Zo","Tonzang","Button","ai","vowel","","","","","","diphthong","","","","short",""
"Zo","Tonzang","Button","ui","vowel","","","","","","diphthong","","","","short",""
"Zo","Tonzang","Button","oi","vowel","","","","","","diphthong","","","","short",""
"Zo","Tonzang","Button","eu","vowel","","","","","","diphthong","","","","short",""
"Zo","Tonzang","Button","au","vowel","","","","","","diphthong","","","","short",""
"Zo","Tonzang","Button","ou","vowel","","","","","","diphthong","","","","short",""
"Zotung","?","Shintani","p","consonant","","bilabial","plosive","voiceless","unaspirated","","","","","",""
"Zotung","?","Shintani","pʰ","consonant","","bilabial","plosive","voiceless","aspirated","","","","","",""
"Zotung","?","Shintani","ɓ","consonant","","bilabial","implosive","voiced","unaspirated","","","","","",""
"Zotung","?","Shintani","f","consonant","","labiodental","fricative","voiceless","unaspirated","","","","","",""
"Zotung","?","Shintani","θ","consonant","","interdental","fricative","voiceless","unaspirated","","","","","",""
"Zotung","?","Shintani","v","consonant","","labiodental","fricative","voiced","unaspirated","","","","","",""
"Zotung","?","Shintani","m","consonant","","bilabial","nasal","voiced","unaspirated","","","","","",""
"Zotung","?","Shintani","w","consonant","","labial","approximant","voiced","unaspirated","","","","","",""
"Zotung","?","Shintani","t","consonant","","alveolar","plosive","voiceless","unaspirated","","","","","",""
"Zotung","?","Shintani","tʰ","consonant","","alveolar","plosive","voiceless","aspirated","","","","","",""
"Zotung","?","Shintani","ɗ","consonant","","alveolar","implosive","voiced","unaspirated","","","","","",""
"Zotung","?","Shintani","s","consonant","","alveolar","fricative","voiceless","unaspirated","","","","","",""
"Zotung","?","Shintani","n","consonant","","alveolar","nasal","voiced","unaspirated","","","","","",""
"Zotung","?","Shintani","r","consonant","","alveolar","trill","voiced","unaspirated","","","","","",""
"Zotung","?","Shintani","l","consonant","","alveolar","lateral approximant","voiced","unaspirated","","","","","",""
"Zotung","?","Shintani","c","consonant","","palatal","plosive","voiceless","unaspirated","","","","","",""
"Zotung","?","Shintani","cʰ","consonant","","palatal","plosive","voiceless","aspirated","","","","","",""
"Zotung","?","Shintani","ɕ","consonant","","alveolo-palatal","fricative","voiceless","unaspirated","","","","","",""
"Zotung","?","Shintani","ɲ","consonant","","palatal","nasal","voiced","unaspirated","","","","","",""
"Zotung","?","Shintani","j","consonant","","palatal","approximant","voiced","unaspirated","","","","","",""
"Zotung","?","Shintani","k","consonant","","velar","plosive","voiceless","unaspirated","","","","","",""
"Zotung","?","Shintani","kʰ","consonant","","velar","plosive","voiceless","aspirated","","","","","",""
"Zotung","?","Shintani","ŋ","consonant","","velar","nasal","voiced","unaspirated","","","","","",""
"Zotung","?","Shintani","ʔ","consonant","","glottal","plosive","voiceless","unaspirated","","","","","",""
"Zotung","?","Shintani","h","consonant","","glottal","fricative","voiceless","unaspirated","","","","","",""
"Zotung","?","Shintani","i","vowel","","","","","","monophthong","high","front","unrounded","short","oral"
"Zotung","?","Shintani","e","vowel","","","","","","monophthong","high-mid","front","unrounded","short","oral"
"Zotung","?","Shintani","æ","vowel","","","","","","monophthong","near-low","front","unrounded","short","oral"
"Zotung","?","Shintani","ə","vowel","","","","","","monophthong","mid","central","unrounded","short","oral"
"Zotung","?","Shintani","a","vowel","","","","","","monophthong","low","central","unrounded","short","oral"
"Zotung","?","Shintani","ɯ","vowel","","","","","","monophthong","high","back","unrounded","short","oral"
"Zotung","?","Shintani","u","vowel","","","","","","monophthong","high","back","rounded","short","oral"
"Zotung","?","Shintani","o","vowel","","","","","","monophthong","high-mid","back","rounded","short","oral"
